english	yoruba
Speaking with the BBC, Joenia says her top priority in Congress will be the demarcation of indigenous lands:	Nínú ọ̀rọ̀ọ rẹ̀ pẹ̀lú BBC, Joenia sọ pé ohun tí ó ṣe pàtàkì sí òun jùlọ nínú ìgbìmọ̀ náà ni ìyàsọ́tọ̀ àwọn ilẹ̀ abínibí:
Translation Original Quote	Ìtúmọ̀ Ìtúnwí-ọ̀rọ̀ Ọlọ́rọ̀ gan-an
If on one hand you have half a dozen ruralists, on the other there is a whole population of minorities that see themselves represented by me in there.	Tí o bá ní èèyàn ńláńlá mẹ́fà ní ọwọ́ kan, tí ọwọ́ kejì sì ní àìmọye àwọn èèyàn tí wọn ò jámọ́ nǹkan tí wọ́n ń rí mi gẹ́gẹ́ bí aṣojú wọn níbẹ̀.
It’s a group that needs representation. The old politics is made out of people who only think about individual gains. I will bring collective values.	Wọ́n jẹ́ ọ̀wọ́ àwọn tí ó nílò aṣojú. Ètò ìṣèlú àtẹ̀yìnwá wáyé nípasẹ̀ àwọn èèyàn tí wọ́n ń ro ohun tí ó máa jẹ́ èrèe tiwọn níbẹ̀, èmi máa mú iyì tí ó kárí wá.
Burundi: Scribble on the president's picture — go to jail	Burundi: Kọ Ìkọkúkọ sórí àwòrán Ààrẹ — kí o wẹ̀wọ̀n
Scribblers in solidarity	Àwọn oníkọkúkọ ní ìṣọ̀kan
President Jacob Zuma visits Burundi on February 25, 2016.	Ààrẹ Jacob Zuma bẹ Burundi wo ní 25, oṣù Èrèlé ọdún 2016.
Photo Credit: Government ZA. Flickr, CC licence.	Orísun àwòrán: ìjọba ZA. Flickr, àṣẹ CC.
Six students were detained on Tuesday, March 12, in Kirundo province in northeast Burundi for scribbling on pictures of President Pierre Nkurunziza in five textbooks.	Akẹ́kọ̀ọ́ mẹ́fà di ẹni àtìmọ́lé lọjọ́ Ìṣẹ́gun 12, oṣù Ẹrẹ́nà ní agbègbè Kirundo ní Àríwá Ìlà-oòrùn Burundi fún ẹ̀sùn-un kíkọ ìkọkúkọ sórí àwòrán Ààrẹ Pierre Nkurunziza nínú àwọn ìwé ìkọ́ni márùn-ún.
"The students were accused of ""insulting the head of state."""	"Wọ́n fi ẹ̀sùn ""títa àbùkù bá Ààrẹ orílẹ̀-èdè"" kan àwọn akẹ́kọ̀ọ́ náà."
The National Federation of Associations Engaged in Children's Welfare in Burundi (FENADEB) reported that another student, 13, had been immediately released because he was a minor under the age of 15.	Ẹgbẹ́ Àwọn Àjọ tí ó ń ṣe Àmójútó ìwàlálàáfíà Àwọn ọmọdé ní Burundi (FENADEB) jábọ̀ pé wọ́n ti fi akẹ́kọ̀ọ́ kan tí ó jẹ́ ọmọ ọdún mẹ́tàlá sílẹ̀ lẹ́sẹkẹsẹ̀ nítorí pé ó ṣì kéré, kò sì tí ì tó ọdún mẹ́ẹ̀dógún.
Three students were reportedly provisionally released on Friday, March 15, but, the remaining three were kept in custody.	Wọ́n jábọ̀ pé wọ́n ṣe ìdásílẹ̀ àwọn akẹ́kọ̀ọ́ mẹ́ta lọ́jọ́ Ẹtì, 15 oṣù Ẹrẹ́nà ṣùgbọ́n àwọn mẹ́ta yòókù ṣì wà ní àtìmọ́lé.
The girls, aged 15 to 17, if found guilty, risk up to five years in prison for insulting the president.	Àwọn ọmọ náà tí wọn kò ju ọmọ ọdún 15 sí 17 yóò ṣe ẹ̀wọ̀n ọdún márùn-ún bí wọ́n bá jẹ̀bi ẹ̀sùn ìtàbùkù bá Ààrẹ orílẹ̀-èdè.
Iwacu newspaper reported that families affected were deeply distressed.	Ìwé ìròyìn iwacu jábọ̀ pé àwọn ìdílé tí ọ̀rọ̀ náà kàn wà nínú ìdààmú gidi.
Scribbling [on the president’s picture] is a punishable offense under the Burundian law, according to a Reuters report.	Ìkọkúkọ [lórí àwòrán Ààrẹ] jẹ́ ẹ̀ṣẹ̀ tí ó mú ìjìyà dání lábẹ́ òfin ilẹ̀ Burundi gẹ́gẹ́ bí àbọ̀ ìwádìí Reuters kán ṣe sọ.
However, the age of the offenders may serve as a “mitigating circumstance” in these students’ trial.	Bí ó tilẹ̀ jẹ́ pé ọjọ́-orí àwọn ọ̀daràn náà lè jẹ́ ìdí fún ṣíṣe àdínkù ìjìyà ẹ̀sẹ̀ nínú ìgbẹ́jọ́ àwọn akẹ́kọ̀ọ́ yìí.
As a teacher anonymously noted, the textbooks had not been checked for several years and are often shared by students, so it is difficult to know who marked them.	Gẹ́gẹ́ bí olùkọ́ kan tí kò dárúkọ araa rẹ̀ ṣe sọ, wọn kò yẹ àwọn ìwé ìkọ́ni wọ̀nyí wò fún àìmọye ọdún, àwọn akẹ́kọ̀ọ́ sì máa ń pín in lò ni, fún ìdí èyí ó nira láti mọ ẹni tí ó kọ nǹkan sí i ní pàtó.
A similar episode occurred in 2016, following the controversy over the president’s third term, where high school students scribbled on textbook pictures of Nkurunziza.	Ìṣẹ̀lẹ̀ tó fara jọ èyí ṣẹlẹ̀ ní 2016, lẹ́yìnin rògbòdìyàn sáà kẹ́ta Ààrẹ náà, nígbà tí àwọn akẹ́kọ̀ọ́ nílé ẹ̀kọ́ kọ ìkọkúkọ sórí àwòrán (Ààrẹ) Nkurunziza nínú ìwé ìkọ́ni.
Authorities took this as a serious insult and expelled hundreds of students from various schools across the country.	Àwọn aláṣẹ rí èyí gẹ́gẹ́ bí ìwọ̀sí gidi tí wọ́n sì lé ọgọọgọ̀rún akẹ́kọ̀ọ́ kúrò ní àwọn ilé ẹ̀kọ́ lóríṣìíríṣi káàkiri orílẹ̀-èdè náà.
"Eleven students were charged with ""insulting the head of state"" and ""threatening state security"", although they were reportedly later cleared."	"Akẹ́kọ̀ọ́ mọ́kànlá ni wọ́n fẹ̀sùn ""ìtàbùkù bá adarí ìlú"" àti ""ìhàlẹ̀ mọ́ ààbò ìlú"" kàn, bí ó tilẹ̀ jẹ́ pé wọ́n padà dá wọn sílẹ̀."
These actions were highly criticized.	Wọ́n bu ẹnu àtẹ́ lu ìwà yìí gidigidi.
Zeid Ra'ad Al Hussein, United Nations High Commissioner for Human Rights, issued a statement on June 29, 2016:	Zeid Ra'ad Al Hussein, tí ó jẹ́ aṣàkóso fún ẹ̀ka ìjàfẹ́tọ̀ọ́ ènìyàn lábẹ́ United Nations gbé àkọsílẹ̀ kan jáde ní 29, oṣù Òkúdù 2016:
I am dismayed by continuing reports of the suspension and arrest of schoolchildren and students for having scribbled on pictures of the president in textbooks.	Ẹ̀rù ń bà mí pẹ̀lú àwọn ìròyìn tí mò ń gbọ́ nípa lílé tí wọ́n ń lé àwọn ọmọ ní ilé-ẹ̀kọ́ àti bí wọ́n ṣe ń tì wọ́n mọ́lé nítorí ìkọkúkọ tí wọ́n kọ sórí àwòrán Ààrẹ nínú àwọn ìwé ìkọ́ni.
Nkurunziza, the ‘eternal supreme guide’	Nkurunziza,’ Adarí ayérayé tó ga jù’
Pierre Nkurunziza has been president of Burundi since 2005.	Pierre Nkurunziza ti jẹ ààrẹ ilẹ̀ Burundi láti ọdún 2005.
In 2015, he was controversially nominated by his party for a third term in office.	Ní ọdún 2015, àwọn ẹgbẹ́ òṣèlúu rẹ̀ tún gbé e sípò fún sáà kẹ́ta lórí oyè.
"In March last year, Nkurunziza was named ""eternal supreme guide"" by his political party, the National Council for the Defense of Democracy-Forces for the Defense of Democracy (CNDD-FDD)."	Ní oṣù Ẹrẹ́nà ọdún tó kọjá, Nkurunziza gba orúkọ tuntun lọ́dọ̀ àwọn ẹgbẹ́ òṣèlúu rẹ̀, Àjọ Agbèjà Òmìnira Àwọn Ológun – Fún Ìgbéga Ìjọba Oníbò (CNDD-FDD), wọ́n pè é ní “adarí ayérayé tó ga jù”.
Evariste Ndayishimiye, CNDD-FDD’s secretary general explained why that title was conferred on Nkurunziza:	Akọ̀wé gbogboògbò fún CNDD-FDD, Evariste Ndayishimiye ṣàlàyé ìdí tí orúkọ náà ṣe di ti Nkurunziza:
He is our leader, therefore in our party, no one is comparable to him.	Olùdaríi wa ni, kò sí eni tí a lè fi wé e nínú ẹgbẹ́ẹ wa.
He is our parent, he is the one who advises us.	Òun ni òbíi wa, òun ni ó ń gbà wá nímọ̀ràn.
That is why I ask all our members to respect that because a home without the man (its head) can be overlooked by anybody.	Ìdí nìyí tí mo ṣe ní kí gbogbo ọmọ ẹgbẹ́ pọ́n ọn lé nítorí pé ojúkójú ni ẹnikẹ́ni lè fi wo ilé tí kò ní olórí.
For us, we have the best.	Ní tiwa, olórí tó dára jù ni a ní.
"While the CNDD-FDD downplayed the title, Nkurunziza’s reinforced status as the ""eternal supreme guide"" has made it difficult for anyone to disagree with his choices, including his move to change the two-term limit enshrined in the country’s constitution."	"Bí àwọn CNN-FDD ṣe gbé oyè náà ní yẹpẹrẹ tó ipò agbára Nkurunziza gẹ́gẹ́ bí ""adarí ayérayé tó ga jù"" ti jẹ́ kí ó nira fún ẹnikẹ́ni láti kọ ohunkóhun tí ó bá yàn láti ṣe, títí mọ́ ìgbésẹ̀ rẹ̀ láti ṣe àyípadà òfin sáà méjì fún ipò adarí tí ó wà nínú ìwé òfin orílẹ̀-èdè náà."
This reflects a centralization of power in the ruling party around Nkurunziza and supporters, and of the party’s control of state institutions.	Èyí ń ṣe àfihàn àdálò tí ẹgbẹ́ òṣèlú tó wà lórí oyè ń dá agbára lò pẹ̀lú Nkurunziza àti àwọn alátìlẹyìn-in rẹ̀ pẹ̀lú bí ẹgbẹ́ òṣèlú náà ṣe ń darí àwọn ìdásílẹ̀ ìjọba.
Scribblers in solidarity	Àwọn oníkọkúkọ ní ìṣọ̀kan
Netizens have taken to scribbling on pictures of President Nkurunziza in protest through two hashtags: #Nkurunziza and #Burundi:	Àwọn ọmọ ìlú tí wọ́n ń ṣàmúlò ayélujára ti bẹ̀rẹ̀ ìkọkúkọ sórí àwòrán ààrẹ Nkurunziza nínú ìfẹ̀hónúhàn pẹ̀lú àmì ìdámọ̀: #Nkurunziza àti #Burundi:
Crackdown on criticism	Ìfòfinlíle mú àtakò
Burundi's government has become increasingly sensitive to criticism since 2015, after a failed coup, clashes with rebel groups, criticisms of rights abuses, sanctions, economic hardships and a refugee crisis.	Ìjọba Burundi ti bẹ̀rẹ̀ sí í fi ìkanra mú ìwà àtakò láti ọdún 2015, lẹ́yìn ìjákulẹ̀ ìṣọ̀tẹ̀ kan, ìdojúkọ pẹ̀lú àwọn ẹgbẹ́ adìtẹ̀ kan, àtakò lórí ìlòkulò ẹ̀tọ́, òfin kànńpá, ìnira pẹ̀lú ètò ọrọ̀-ajé àti rògbòdìyàn àwọn asásàálà.
Nkurunziza’s third term bid was opposed by the European Union, and the United Nations, who demanded a restoration of stability before elections.	European Union pẹ̀lú United Nations tako ìgbésẹ̀ Nkurunziza fún sáà kẹ́ta, wọ́n sì béèrè fún ìdápadà ìlọdéédé kí àsìkò ìdìbò ó tó dé.
Faced with these challenges, a siege mentality hardened, and authorities clamped down more harshly on perceived threats.	Pẹ̀lú àwọn ìdojúkọ wọ̀nyí, “ipò náà” le sí i, àti àwọn aláṣẹ sì ń fi ìkanra mú gbogbo ìhàlẹ̀ tí wọ́n ń rí.
The Human Rights Watch May 2018 special report discovered that Burundian state security forces, intelligence services, and members of the ruling party’s youth league, the Imbonerakure, carried out brutal, targeted attacks on opponents or suspected opponents, human rights activists, and journalists.	Ìjábọ̀ pàtàkì ti àjọ ajàfẹ́tọ̀ọ́ ènìyàn ṣe ní oṣù Èbìbí 2018 rí i pé àwọn èṣọ́ aláàbò ní Burundi, àwọn afòyeṣiṣẹ́ àti àwọn ọmọ ẹgbẹ́ òṣèlú tí ó wà nípò, àwọn ẹgbẹ́ Imbone… ń kọlu àwọn alátakò àti àwọn ẹni tí wọ́n fura sí gẹ́gẹ́ bí alátakò pẹ̀lú ajàfẹ́tọ̀ọ́ ènìyàn àti akọ̀ròyìn.
"""Killing an estimated 1,700 people and forcibly disappearing, raping, torturing, beating, arbitrarily detaining, and intimidating countless others."""	"""Wọ́n pa èèyàn tó tó 1700, bẹ́ẹ̀ ni wọ́n sì ń fi ipá lé àwọn ẹlòmíìn, wọ́n ń fi ipá bá wọn ní ìbálòpọ̀, wọ́n ń fi ìyà jẹ wọ́n, wọ́n ń tì wọ́n mọ́lé, bẹ́ẹ̀ ni wọ́n sì ń dẹ́rùba àìmọye àwọn mìíràn""."
This has led to a refugee crisis that has seen Burundians fleeing particularly to Tanzania, Rwanda, the Democratic Republic of Congo (DRC) and Uganda.	Èyí ti dá wàhálà ìsásàálà sílẹ̀, a ti rí àwọn ará Burundi tí wọ́n sá lọ sí Tanzania, Rwanda, Congo àti Uganda.
While thousands have returned, the United Nations High Commissioner for Refugees recorded over 347,000 total Burundian refugees in February 2019 UNHCR asserts:	Bí ó tilẹ̀ jẹ́ pé ẹgbẹẹgbẹ̀rún ti padà sílé, alákòóso United Nations fún ìsásàálà ti ṣe àkọsílẹ̀ àwọn asásàálà tí ó wá láti Burundi tí wọ́n lé ní 347,000 ní oṣù Èrèlé 2019, UNHCR fìdí ẹ̀ múlẹ̀:
...Political unrest in Burundi took a deadly turn in 2015 after the president announced plans to seek a third term.	...Làásìgbò nínú òṣèlú Burundi le sí i ní ọdún 2015 lẹ́yìn tí ààrẹ́ kéde èròńgbàa rẹ̀ láti lọ fún sáà kẹ́ta.
Street protests led to violent clashes, and hundreds of thousands fled to nearby countries in search of safety.”	Ìfẹ̀hónúhàn àwọn èèyàn láti tako èròńgbà fa ìkọlura, ọgọọgọ̀rún àwọn èèyàn sì sá lọ sí àwọn orílẹ̀-èdè ìtòsí láti fi oríi wọn pamọ.”
Earlier this month, Burundi closed the United Nations human rights office after 23 years, saying it was no longer needed.	Ní ìbẹ̀rẹ̀ oṣù yìí, ìjọba Burundi ti ọ́fíìsì ẹ̀ka àwọn ajàfẹ́tọ̀ọ́ ènìyàn lábẹ́ United Nations tí wọ́n sì sọ pé àwọn kò nílòo wọn mọ́.
"The government was incensed with former United Nations High Commissioner for Human Rights, Zeid Ra'ad Al Hussein, who described Nkurunziza’s Burundi as one of the ""most prolific slaughterhouses of humans in recent times"" in February 2018."	"Ìjọba náà ń bínú sí alákòóso tẹ́lẹ̀-rí ẹ̀ka náà, Zeid Ra'ad Al Hussein tí ó ṣàpèjúwe Nkurunziza ti Burundi gẹ́gẹ́ bí ọkàn lára ""àwọn apanilẹ́kúnjayé ènìyàn tí ó ń gbèrú sí i láìpẹ́ yìí"" ní oṣù Èrèlé 2018."
Media outlet closures, harassment of opponents, and clampdowns on NGOs and restrictions in political space for alternative narratives and arguments.	Àtìpa àwọn Ilé-iṣẹ́ Akọ̀ròyìn, ìyọlẹ́nu àwọn alátakò, ìfòfinlílẹ̀ mú àwọn ìdásílẹ̀ tí kì í ṣe ti ìjọba (NGOs) àti ìdiwọ́ fún àwọn mìíràn láti sọ̀rọ̀ tàbí ṣe àfihàn ara wọn ní ààyè òṣèlú.
For example, rights activist Germain Rukiki who documented acts of torture committed by Nkurunziza’s regime was sentenced to 32 years in jail in 2018 for participation in an insurrectional movement, undermining state security and rebellion.	Fún àpẹẹrẹ, wọ́n dájọ́ ẹ̀wọ̀n ọdún méjìlélọ́gbọ̀n fún ajàfẹ́tọ̀ọ́ ènìyàn Germain Rukiki fún ìdarapọ̀ mọ́ ìgbìyànjú ìrúlùú, jíjin ètò ààbò ìlú lẹ́sẹ̀, àti ìṣọ̀tẹ̀  ní 2018 nítorí pé ó ṣe àkọsílẹ̀ àwọn ọ̀nà tí ìjọba Nkurunziza ń gbà fìyà jẹni.
Rukiki's trial was also marred by irregularities and came weeks before the controversial constitutional referendum.	Àwọn àìṣedede kan dá ìgbẹ́jọ́ Rukiki dúró, ó sì wáyé ní ọ̀sẹ̀ mélòó kan ṣáájú àríyànjiyàn ìdìbò abófinmu náà.
"The ""scribbling affair"" is also indicative of the government’s increasingly conservative, moralizing approach, including mandatory marriages for cohabiting non-married couples in 2017, clampdowns on prostitution and begging."	"""Ọ̀rọ̀ ìkọkúkọ"" náà ń ṣe àfihàn ìdúróṣánṣán ìjọba náà tí kò yẹ̀ àti ọ̀nà tí wọ́n ń gbà ṣe ẹ̀tọ́ọ wọn, títí mọ́ ṣíṣe ìgbéyàwó kànńpá fún àwọn tọkọtaya tí wọ́n ń gbépọ̀ láìṣe ìgbéyàwó ní 2017, ìfòfinlíle mú òwòo panṣágà àti agbe ṣíṣe."
CEO of carpooling service disinvited from interview on Russian state media after producer found out she was a woman	Wọ́n fagi lé ìfìwépè Adarí iléeṣẹ́ tó ń ṣètò Ìṣàjò-papọ̀-wa-ọkọ̀-kí-n-wa-ọkọ̀ sí iléeṣẹ́ tẹlifíṣàn Russia lẹ́yìn tí olóòtú ètò rí i pé obìnrin ni
"The channel said their audience had ""certain stereotypes"""	"Àwọn elétò náà sọ pé ó ""nírú ẹ̀yà"" tí àwọn olugbọ́ àwọn ń fẹ́."
Cardboard cutout of CEO Irina Reyder's photograph in BlaBlaCar's Russian office. Photo Irina Reyder's Facebook page	Àgékúrò àwòrán adarí iléeṣẹ́ náà, Irina Reyder ní ọ́fíìsì iléeṣẹ́ BlaBlaCar ti Russia. Àwòrán láti orí Ojú ewé. Facebook
Irina Reyder, the CEO of the Russian affiliate of carpooling service BlaBlaCar, says she was disinvited from an interview with state-owned Channel One when the program’s editor realized she was a woman.	Irina Reyder tí ó jẹ́ adarí iléeṣẹ́ BlaBlaCar ní Russia ní wọ́n fagi lé ìfìwépè òun sí ìfọ̀rọ̀wọ́rọ̀ kan pẹ̀lú iléeṣẹ́ amóhùnmáwòrán-an ti ìjọba, Channel One lẹ́yìn tí olóòtú náà rí i pé obìnrin ni òun.
Reyder wrote on her Facebook page about the incident. She says she was listening in on the call between Channel One’s producer and BlaBlaCar’s PR officer and recorded the exchange between them:	Reyder kọ nípa ìṣẹ̀lẹ̀ náà sójú ìwé Facebook rẹ̀. Ó ní òun gbọ́ ọ̀rọ̀ inú ìpè olóòtú ètò náà pẹ̀lú aṣojú ilé iṣẹ́ BlaBlaCar fún ìbánisọ̀rọ̀ pẹ̀lú àwùjọ tí òun sì gba ohùn-un wọn sílẹ̀:
Translation Original Quote	Ìtúmọ̀ Ìtúnwí-ọ̀rọ̀ Ọlọ́rọ̀ gan-an
E (an editor for Good Morning show): Here’s the format: our reporter is driving a car while interviewing your expert.	E (Olóòtú ètò “Ojúmọ́ Ire”): Báyìí ni a ṣe gbèrò láti ṣe é; akọ̀ròyìn-in wa á máa wa ọkọ̀ bí yóò ṣe máa fi ọ̀rọ̀ wá ọ̀rọ̀ lẹ́nu alámọ̀dájúu yín.
PR (PR officer for BlaBlaCar): Yes, great.	PR (Aṣojú iléeṣẹ́ BlaBlaCar fún ìbánisọ̀rọ̀ pẹ̀lú àwùjọ): Bẹ́ẹ̀ ni, Ìyẹn dára
E: And who will be the expert?	E: Ta ni yóò wá jẹ́ alámọ̀dájú náà?
PR: Our CEO Irina Reyder.	PR: Adarí iléeṣẹ́ wa ni, Irina Reyder
E: Oh... you had a great guy once, didn’t you?	E: Ẹ̀n... Ẹ ti fìgbà kan ní ọkùnrin tó dára ní ipò náà, àbí bẹ́ẹ̀ kọ́?
